urn,school_name,website,scrape_time,status,all_emails,phone_numbers,address,staff_names,governor_names,source,retry_needed,retry_count
138076,The Elizabethan Academy,http://www.elizabethan.notts.sch.uk,2026-02-15T01:46:36.465004,error,[],,,,,stable,1,0
138078,Meadowdale Academy,http://www.meadowdaleacademy.co.uk,2026-02-15T01:46:36.471175,error,[],,,,,stable,1,0
138079,The Roundhill Academy,https://www.roundhill.bepschools.org,2026-02-15T01:46:36.477309,success,"['office@roundhill.bepschools.org', 'DSL@roundhill.bepschools.org']",,,,,stable,1,0
138080,St Joseph's Catholic Voluntary Academy,http://www.stjosephs.leics.sch.uk,2026-02-15T01:46:36.483356,success,['office@stjosephs.leics.sch.uk'],,,,,stable,1,0
138081,Sacred Heart Catholic Voluntary Academy,https://www.sacredheart.leicester.sch.uk,2026-02-15T01:46:36.489361,success,['School.Office@sacredheart.leicester.sch.uk'],,,,,stable,1,0
138082,Hull Trinity House Academy,https://www.hthacademy.org.uk,2026-02-15T01:46:36.495551,success,['info@hthacademy.org.uk'],,,,,stable,1,0
138083,Highfields Primary Academy,https://www.highfieldspa.org.uk,2026-02-15T01:46:36.501483,success,['info@highfieldspa.org.uk'],,,,,stable,1,0
138084,Clacton County High School,http://www.countyhigh.org.uk,2026-02-15T01:46:36.507232,success,['admin@cchs.school'],,,,,stable,1,0
138085,Hibaldstow Academy,https://www.hibaldstowacademy.com,2026-02-15T01:46:36.513272,error,[],,,,,stable,1,0
138086,Scawby Academy,http://www.scawbyacademy.com,2026-02-15T01:46:36.519347,error,[],,,,,stable,1,0
138087,Belle Vue Girls' Academy,https://bvgacademy.co.uk,2026-02-15T01:46:36.525488,success,['community@bvga.bdat-academies.org'],,,,,stable,1,0
138088,Springfield Academy,https://www.educationvillage.org.uk,2026-02-15T01:46:36.531538,error,[],,,,,stable,1,0
138089,Haughton Academy,http://www.educationvillage.org.uk,2026-02-15T01:46:36.537633,error,[],,,,,stable,1,0
138090,"Saint John Fisher Catholic Voluntary Academy, Wigston, Leicestershire",https://www.stjohnfisher-wigston.leics.sch.uk,2026-02-15T01:46:36.543681,success,"['office@stjohnfisher-wigston.leics.sch.uk', 'school.office@stjohnfisher-wigston.leics.sch.uk']",,,,,stable,1,0
138093,Beaumont Hill Academy,http://www.educationvillage.org.uk,2026-02-15T01:46:36.549549,error,[],,,,,stable,1,0
138094,Ash Field Academy,https://www.ashfield.leicester.sch.uk,2026-02-15T01:46:36.555567,success,['office@ashfield.discoverytrust.org'],,,,,stable,1,0
138097,Cedar Mount Academy,https://cedarmount.bright-futures.co.uk,2026-02-15T01:46:36.561874,success,"['office@cma.bright-futures.co.uk', 'CEOP-icon@2x.png']",,,,,stable,1,0
138098,Moseley Park,http://www.moseleypark.org,2026-02-15T01:46:36.567778,success,['enquiries@moseleypark.org'],,,,,stable,1,0
138102,Kite Ridge School,http://www.kiteridge.bucks.sch.uk,2026-02-15T01:46:36.574357,success,['head@kiteridge.bucks.sch.uk'],,,,,stable,1,0
138103,Southmoor Academy,http://www.southmoorschool.co.uk,2026-02-15T01:46:36.580460,success,"['info@southmoormat.co.uk', 'Info@southmooracademy.com']",,,,,stable,1,0
138104,Timberley Academy,https://www.timberleyacademy.co.uk,2026-02-15T01:46:36.586864,error,[],,,,,stable,1,0
138105,Our Lady Immaculate Catholic Primary School,https://www.ourladyimmaculateprimary.uk,2026-02-15T01:46:36.593787,success,['admin@ourladyimmaculate.essex.sch.uk'],,,,,stable,1,0
138106,Loreto College,http://www.loreto.herts.sch.uk,2026-02-15T01:46:36.600346,success,"['admin@loreto.herts.sch.uk', 'absence@loreto.herts.sch.uk']",,,,,stable,1,0
138107,Bishop Perowne CofE College,https://www.bishopperowne.co.uk,2026-02-15T01:46:36.606672,error,[],,,,,stable,1,0
138108,The Market Bosworth School,https://www.tmbs.leics.sch.uk,2026-02-15T01:46:36.613190,success,['office@tmbs.org.uk'],,,,,stable,1,0
138109,Holy Trinity Church of England Academy,https://www.holytrinitycalne.co.uk,2026-02-15T01:46:36.620898,success,"['admin@holytrinitycalne.wilts.sch.uk', 'enquiries@holytrinitycalne.wilts.sch.uk', 'office@fynamore.org.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '8c4075d5481d476e945486754f783364@sentry.io', '8c30b2581acc426badc414e8a5dc04ef@sentry.wixpress.com', 'dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com', 'c183baa23371454f99f417f6616b724d@sentry.wixpress.com', '9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com', '79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com']",,,,,stable,1,0
138110,Hawkley Hall High School,http://hhhs.net,2026-02-15T01:46:36.627569,success,['admin@hhhs.net'],,,,,stable,1,0
138111,BBG Academy,http://www.bbgacademy.com,2026-02-15T01:46:36.634415,error,[],,,,,stable,1,0
138112,By Brook Valley CofE Primary School,https://www.bybrookvalleyschool.co.uk,2026-02-15T01:46:36.641406,error,[],,,,,stable,1,0
138113,Catmose Primary,http://www.catmoseprimary.com,2026-02-15T01:46:36.648300,success,['office@catmoseprimary.com'],,,,,stable,1,0
138115,St Josephs Catholic Academy,http://www.st-josephs.leicester.sch.uk,2026-02-15T01:46:36.654897,success,['School.Office@st-josephs.leicester.sch.uk'],,,,,stable,1,0
138116,Campsmount Academy,https://www.campsmount.com,2026-02-15T01:46:36.661637,error,[],,,,,stable,1,0
138117,Langer Primary Academy,http://www.langerprimaryacademy.org,2026-02-15T01:46:36.668445,error,[],,,,,stable,1,0
138120,Kenton School,https://ks.northernleaderstrust.org,2026-02-15T01:46:36.675345,error,[],,,,,stable,1,0
138121,St Nicolas' Church of England Combined School,https://www.stnicolastaplow.com,2026-02-15T01:46:36.681783,error,[],,,,,stable,1,0
138122,Columbus School and College,https://www.columbusschoolandcollege.org,2026-02-15T01:46:36.688235,error,[],,,,,stable,1,0
138123,Ashton-on-Mersey School,https://aomschool.co.uk,2026-02-15T01:46:36.694477,error,[],,,,,stable,1,0
138124,Broadoak School,http://broadoakschool.co.uk,2026-02-15T01:46:36.700596,error,[],,,,,stable,1,0
138128,St John's Church of England Academy,http://www.stjohnsceacademy.co.uk,2026-02-15T01:46:36.706546,success,['admin@stjohnsceacademy.co.uk'],,,,,stable,1,0
138129,Firthmoor Primary School,https://www.firthmoor.darlington.sch.uk,2026-02-15T01:46:36.712551,error,[],,,,,stable,1,0
138130,Oakwood Academy,https://www.oakwoodacademy.co.uk,2026-02-15T01:46:36.719196,success,['enquiries@oakwoodacademy.co.uk'],,,,,stable,1,0
138133,The Mead Community Primary School,https://www.themead.wilts.sch.uk,2026-02-15T01:46:36.725596,success,['admin@themead.wilts.sch.uk'],,,,,stable,1,0
138134,Saint Ambrose College,https://www.st-ambrosecollege.org.uk,2026-02-15T01:46:36.732199,success,['office@st-ambrosecollege.org.uk'],,,,,stable,1,0
138135,Robert May's School,http://www.rmays.org,2026-02-15T01:46:36.739319,success,['info@rmays.com'],,,,,stable,1,0
138136,The Arthur Terry School,https://www.arthurterry.bham.sch.uk,2026-02-15T01:46:36.745834,success,['enquiry@arthurterry.bham.sch.uk'],,,,,stable,1,0
138137,Stockland Green School,http://www.stockgrn.bham.sch.uk,2026-02-15T01:46:36.752953,success,['enquiry@stockgrn.bham.sch.uk'],,,,,stable,1,0
138139,Wellington Community Primary School,http://www.wellingtonprimary.com,2026-02-15T01:46:36.758760,success,['adminoffice@wellington.hants.sch.uk'],,,,,stable,1,0
138148,Hartford Church of England High School,http://www.hartfordhigh.org.uk,2026-02-15T01:46:36.765306,success,['mail@hartfordhigh.co.uk'],,,,,stable,1,0
138149,The Lincoln Manor Leas Infants School,https://www.manorleasinfant.co.uk,2026-02-15T01:46:36.772053,success,['enquiries@manorleasinfant.org'],,,,,stable,1,0
138150,Lutterworth College,https://www.lutterworthcollege.com,2026-02-15T01:46:36.778631,success,['enquiries@lutterworthcollege.com'],,,,,stable,1,0
138151,Grove Park Primary School,https://www.grovepark-ba-mat.org.uk,2026-02-15T01:46:36.785440,success,['grovepark@ba-mat.org.uk'],,,,,stable,1,0
138152,Eagley Junior School,https://eagleyjunior.org,2026-02-15T01:46:36.792480,error,[],,,,,stable,1,0
138153,Woodnewton- A Learning Community,https://www.woodnewtonalc.com,2026-02-15T01:46:36.798951,error,[],,,,,stable,1,0
138154,Stafford Leys Community Primary School,https://www.staffordleys.bepschools.org,2026-02-15T01:46:36.805238,success,['office@staffordleys.bepschools.org'],,,,,stable,1,0
138155,Gartree High School,http://www.gartree.leics.sch.uk,2026-02-15T01:46:36.811762,success,"['admin@gartree.leics.sch.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com', '8c4075d5481d476e945486754f783364@sentry.io', '460ff4620fa44cba8df530afde949785@sentry.wixpress.com', 'ed436f5053144538958ad06a5005e99a@sentry.wixpress.com', '88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com', '9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com', 'e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com', '271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com']",,,,,stable,1,0
138156,Dorothy Goodman School Hinckley,https://www.dorothygoodman.co.uk,2026-02-15T01:46:36.818848,error,[],,,,,stable,1,0
138157,Grangewood School,http://www.grangewoodschool.co.uk,2026-02-15T01:46:36.825671,error,[],,,,,stable,1,0
138158,Moorcroft School,https://www.moorcroftschool.co.uk,2026-02-15T01:46:36.832378,error,[],,,,,stable,1,0
138159,Gilsland CofE Primary School,https://www.gilsland.cumbria.sch.uk,2026-02-15T01:46:36.839157,success,['admin@gilsland.cumbria.sch.uk'],,,,,stable,1,0
138160,Cedar Road Primary School,https://www.cedarroadacademy.co.uk,2026-02-15T01:46:36.845624,success,['enquiries@cedarroadacademy.co.uk'],,,,,stable,1,0
138161,Place Farm Primary Academy,https://www.placefarm.org.uk,2026-02-15T01:46:36.851983,success,['admin@placefarm.org.uk'],,,,,stable,1,0
138162,Castle Manor Academy,http://www.castlemanor.org.uk,2026-02-15T01:46:36.858277,success,['info@castlemanor.org.uk'],,,,,stable,1,0
138163,Barnby Dun Primary Academy,http://www.barnbydunprimaryacademy.co.uk,2026-02-15T01:46:36.864323,success,['office@barnbydunprimary.co.uk'],,,,,stable,1,0
138164,"St Thomas More's Catholic Primary School, Colchester",https://www.stthomasmores.co.uk,2026-02-15T01:46:36.870844,success,['office@st-thomasmores.essex.sch.uk'],,,,,stable,1,0
138166,Marish Primary School,https://www.marishacademytrust.co.uk,2026-02-15T01:46:36.877282,success,"['nicolacook@schoolsdpo.com', 'officemarish@marishandwillow.co.uk', 'officewillow@marishandwillow.co.uk']",,,,,stable,1,0
138167,Astor Secondary School,http://www.astorschool.com,2026-02-15T01:46:36.883908,success,['admin@astorschool.com'],,,,,stable,1,0
138168,White Cliffs Primary and Nursery School,http://www.whitecliffsprimary.com,2026-02-15T01:46:36.890583,success,['admin@whitecliffsprimary.com'],,,,,stable,1,0
138169,Barton Junior School,https://www.bartonjuniorschool.org,2026-02-15T01:46:36.897141,success,['barton@bartonjuniorschool.com'],,,,,stable,1,0
138170,Shatterlocks Infant and Nursery School,http://www.shatterlocks.com,2026-02-15T01:46:36.903215,success,['contact@shatterlocks.com'],,,,,stable,1,0
138172,"St Bede's Catholic School and Sixth Form College, Lanchester",http://stbedes.durham.sch.uk,2026-02-15T01:46:36.908812,success,"['info@centreforteaching.com', 'info@bwcet.com']",,,,,stable,1,0
138173,The Meadow Community Primary School,https://www.meadowcommunity.co.uk,2026-02-15T01:46:37.095999,success,['admin@meadowcommunity.leics.sch.uk'],,,,,stable,1,0
138174,Belfairs Academy,http://www.belfairsacademy.org.uk,2026-02-15T01:46:37.156523,success,['enquiries@belfairsacademy.org.uk'],,,,,stable,1,0
138175,Mowden Infant School,http://www.mowdenfederation.co.uk,2026-02-15T01:46:37.163310,success,['helpdesk@webanywhere.co.uk'],,,,,stable,1,0
138176,Mowden Junior School,http://www.mowdenfederation.co.uk,2026-02-15T01:46:37.169782,success,['helpdesk@webanywhere.co.uk'],,,,,stable,1,0
138177,Cromwell Community College,http://www.cromwellcc.org.uk,2026-02-15T01:46:37.176468,success,['office@cromwell.cambs.sch.uk'],,,,,stable,1,0
138178,Riddlesdown Collegiate,https://www.riddlesdown.org,2026-02-15T01:46:37.182815,error,[],,,,,stable,1,0
138179,Heathfield Primary School,http://www.heathfieldprimary.com,2026-02-15T01:46:37.189692,success,"['admin@heathfieldprimary.com', 'admin@heathfield.lingfieldtrust.org.uk', 'schoolsDPO@veritau.co.uk', 'enquries@lingfieldtrust.org.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', 'dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com', 'c183baa23371454f99f417f6616b724d@sentry.wixpress.com', '8c4075d5481d476e945486754f783364@sentry.io', '88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com', '460ff4620fa44cba8df530afde949785@sentry.wixpress.com', 'ed436f5053144538958ad06a5005e99a@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com']",,,,,stable,1,0
138180,Hurworth Primary School,https://www.hurworthprimary.com,2026-02-15T01:46:37.196660,success,"['admin@hurworth.lingfieldtrust.org.uk', 'general@hurworth.lingfieldtrust.org.uk', 'schoolsdpo@veritau.co.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com']",,,,,stable,1,0
138181,Priory Academy,http://www.prioryacademy.co.uk,2026-02-15T01:46:37.202769,success,['adminoffice@prioryacademy.co.uk'],,,,,stable,1,0
138182,All Faiths Children's Academy,https://www.allfaithschildrensacademy.org.uk,2026-02-15T01:46:37.208809,success,['office@allfaithschildrensacademy.org.uk'],,,,,stable,1,0
138183,Bellerive FCJ Catholic College,http://www.bellerivefcj.org,2026-02-15T01:46:37.214934,error,[],,,,,stable,1,0
138184,Wyvern College,https://www.wyverncollege.org.uk,2026-02-15T01:46:37.220715,success,"['enquiries@wyvern.hants.sch.uk', 'community@wyvern.hants.sch.uk']",,,,,stable,1,0
138185,St Thomas More Catholic Voluntary Academy,https://www.thomasmoreprimary.org.uk,2026-02-15T01:46:37.226663,error,[],,,,,stable,1,0
138186,Dorchester Middle School,http://www.dorchestermid.dorset.sch.uk,2026-02-15T01:46:37.232618,success,"['attendance@dmsschool.co.uk', 'office@dmsschool.co.uk']",,,,,stable,1,0
138187,Woodcote High School,https://woodcotehigh.org.uk,2026-02-15T01:46:37.238710,error,[],,,,,stable,1,0
138188,Woodford Valley Church of England Aided School,http://www.woodfordvalley.wilts.sch.uk,2026-02-15T01:46:37.245042,success,['office@woodfordvalley.wilts.sch.uk'],,,,,stable,1,0
138189,"St Mary's Church of England Middle School, Puddletown",http://www.stmaryscemiddleschool.co.uk,2026-02-15T01:46:37.251624,success,['office@stmarys.wessex.ac'],,,,,stable,1,0
138190,Harrogate High School,http://www.harrogatehighschool.co.uk,2026-02-15T01:46:37.257693,success,['admin@hhs.nsat.org.uk'],,,,,stable,1,0
138191,The South Wolds Academy & Sixth Form,http://www.southwolds.co.uk,2026-02-15T01:46:37.263765,success,['office@southwolds.uk'],,,,,stable,1,0
138192,Ryvers School,http://www.ryversschool.com,2026-02-15T01:46:37.270408,success,['office@ryvers.slough.sch.uk'],,,,,stable,1,0
138193,Avonbourne Girls Academy,http://avonbourneacademy.org.uk,2026-02-15T01:46:37.276458,error,[],,,,,stable,1,0
138194,Erdington Hall Primary School,https://www.erdingtonhall.org.uk,2026-02-15T01:46:37.282368,error,[],,,,,stable,1,0
138195,Leigh Academy Molehill,http://www.molehillprimaryacademy.org.uk,2026-02-15T01:46:37.288418,success,['info@molehill.latrust.org.uk'],,,,,stable,1,0
138196,School 21,https://school21.org.uk,2026-02-15T01:46:37.294401,error,[],,,,,stable,1,0
138201,Hatfield Community Free School,https://www.hcfs.org.uk,2026-02-15T01:46:37.300274,success,['office@hcfs.org.uk'],,,,,stable,1,0
138202,Wapping High School,https://www.wappinghigh.org,2026-02-15T01:46:37.308631,error,[],,,,,stable,1,0
138203,Kingfisher Hall Primary Academy,https://www.northstartrust.org.uk,2026-02-15T01:46:37.314724,error,[],,,,,stable,1,0
138204,Bedminster Down School,http://www.bedminsterdown.org.uk,2026-02-15T01:46:37.320759,error,[],,,,,stable,1,0
138205,Fleetville Junior School,http://www.fleetvillejm.herts.sch.uk,2026-02-15T01:46:37.326783,success,['admin@fleetvillejm.herts.sch.uk'],,,,,stable,1,0
138206,Fleetville Infant and Nursery School,https://www.fleetvilleinfants.herts.sch.uk,2026-02-15T01:46:37.332804,success,['admin@fleetvilleinfants.herts.sch.uk'],,,,,stable,1,0
138207,Denton West End Primary School,https://www.dweschool.org,2026-02-15T01:46:37.339297,success,['admin@dweschool.org'],,,,,stable,1,0
138208,Woodfield Academy,http://www.woodfield.worcs.sch.uk,2026-02-15T01:46:37.345253,error,[],,,,,stable,1,0
138209,Ardley Hill Academy,https://www.ardleyhill.org.uk,2026-02-15T01:46:37.351319,success,['ardley.hill@ardleyhill.org.uk'],,,,,stable,1,0
138210,The Henry Box School,https://www.henrybox.oxon.sch.uk,2026-02-15T01:46:37.357469,success,['office.4050@henrybox.oxon.sch.uk'],,,,,stable,1,0
138211,Kibblesworth Academy,https://www.kibblesworthacademy.org.uk,2026-02-15T01:46:37.363682,success,"['admin@kibblesworthacademy.org.uk', 'xPClJCkrb6nuccoMd9rz1B8XKOndprdJYAAPwm3U@2xl.jpg', 'xPClJCkrb6nuccoMd9rz1B8XKOndprdJYAAPwm3U@xl.jpg', 'xPClJCkrb6nuccoMd9rz1B8XKOndprdJYAAPwm3U@lg.jpg', 'xPClJCkrb6nuccoMd9rz1B8XKOndprdJYAAPwm3U@md.jpg', 'xPClJCkrb6nuccoMd9rz1B8XKOndprdJYAAPwm3U@sm.jpg', 'xPClJCkrb6nuccoMd9rz1B8XKOndprdJYAAPwm3U@xs.jpg', '15E6P9YjbD3HZGBO4SXPcghGF6ibCmTrMGELQH8f@2xl.jpg', 'gnAISPb84YcKxWvgRAXtIeI1NwGZu3v9TAxd9UG0@2xl.jpg', 'ImFjBhOA4HwQSCWdRfTKb93m77mMPBaeU6c2EQTW@2xl.jpg', 'TOHsjTPqocvKZxvlpSRNtHGenr3bAUG9O3P8pkUA@2xl.jpg', 'c9WeSg31ZwA5UO9VABfI2yMnWZoa3y6ZbdYXjtDH@2xl.jpg', 'C00jGsZ0biv4toaENmviMd2f2r2jYCZ85mpXeTXr@2xl.jpg', 'HrR4gL7rdmYlijhNiDSFWxqH1wix3Wox2afiAmeu@2xl.jpg']",,,,,stable,1,0
138212,Atkinson Road Primary Academy,https://atkinsonroad.laidlawschoolstrust.co.uk,2026-02-15T01:46:37.369655,success,['arpa.info@atkinsonroadacademy.com'],,,,,stable,1,0
138213,Eppleton Academy Primary School,https://www.eppletonacademyprimary.co.uk,2026-02-15T01:46:37.375609,success,['office@eppletonacademyprimary.co.uk'],,,,,stable,1,0
138214,The Duston School,http://www.thedustonschool.org,2026-02-15T01:46:37.381543,success,"['jthompson@thedustonschool.org', 'office@thedustonschool.org', 'clerk@thedustonschool.org']",,,,,stable,1,0
138215,The Wroxham School,https://www.thewroxham.org.uk,2026-02-15T01:46:37.387557,error,[],,,,,stable,1,0
138216,The Priory School,http://priory.tpstrust.co.uk,2026-02-15T01:46:37.393648,success,"['logo_monoV2.1@2x.png', 'info@318education.co.uk', 'pri-info@pri.318education.co.uk']",,,,,stable,1,0
138218,Dorrington Academy,https://www.dorringtonacademy.co.uk,2026-02-15T01:46:37.399956,error,[],,,,,stable,1,0
138219,The Pioneer School,https://nan,2026-02-15T01:46:37.405693,error,[],,,,,stable,1,0
138220,Tauheedul Islam Boys' High School,https://www.tibhs.com,2026-02-15T01:46:37.411720,success,['info@tibhs.staracademies.org'],,,,,stable,1,0
138221,St Joseph's College,http://www.stjosephscollege.org.uk,2026-02-15T01:46:37.418128,error,[],,,,,stable,1,0
138222,Aston University Engineering Academy,https://www.auea.co.uk,2026-02-15T01:46:37.424822,error,[],,,,,stable,1,0
138226,Cobham Free School,https://www.cobhamfreeschool.org.uk,2026-02-15T01:46:37.431268,success,"['lowerschoolabsence@cobhamfreeschool.org.uk', 'mainschoolabsence@cobhamfreeschool.org.uk', 'info@cobhamfreeschool.org.uk']",,,,,stable,1,0
138227,Avanti House School,http://avanti.org.uk/avantihouse-secondary,2026-02-15T01:46:37.437653,success,"['avantihouse@avanti.org.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com', '79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com', '88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com', '9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com', 'ed436f5053144538958ad06a5005e99a@sentry.wixpress.com', '460ff4620fa44cba8df530afde949785@sentry.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com', '5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com', '271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com']",,,,,stable,1,0
138228,Bedford Free School,http://www.bedfordfreeschool.co.uk,2026-02-15T01:46:37.444064,success,['info@bedfordfreeschool.co.uk'],,,,,stable,1,0
138231,Alban City School,https://www.albancityschool.org.uk,2026-02-15T01:46:37.450072,success,['admin@albancityschool.herts.sch.uk'],,,,,stable,1,0
138232,Tiger Primary School,https://www.futureschoolstrust.com,2026-02-15T01:46:37.456664,success,['office@futureschoolstrust.com'],,,,,stable,1,0
138233,Atherton High School,http://www.athertonhigh.com,2026-02-15T01:46:37.463055,success,['enquiries@athertonhigh.com'],,,,,stable,1,0
138234,All Saints Academy Darfield,https://allsaintsacademy.org.uk,2026-02-15T01:46:37.469188,success,['enquiries@das.dsat.education'],,,,,stable,1,0
138235,The Parker E-ACT Academy,https://theparkeracademy.e-act.org.uk,2026-02-15T01:46:37.475231,success,"['parkersafeguarding@E-ACT.org.uk', 'TheParkerEnquiries@E-ACT.org.uk']",,,,,stable,1,0
138237,Oasis Academy Nunsthorpe,http://www.oasisacademynunsthorpe.org,2026-02-15T01:46:37.481182,success,['info@oasisnunsthorpe.org'],,,,,stable,1,0
138239,Becket Keys Church of England Free School,http://www.becketkeys.org,2026-02-15T01:46:37.487030,success,"['home__curriculum@2x.jpg', 'home__sixth-form@2x.jpg', 'home__vacancies@2x.jpg']",,,,,stable,1,0
138242,Manor Church of England Infant School,https://www.manorinfant.co.uk,2026-02-15T01:46:37.493301,error,[],,,,,stable,1,0
138245,Ark Greenwich Free School,http://www.arkgreenwichfreeschool.org,2026-02-15T01:46:37.499265,success,['info@arkgreenwich.org'],,,,,stable,1,0
138246,Sirius Academy North,https://www.siriusacademynorth.org.uk,2026-02-15T01:46:37.505287,error,[],,,,,stable,1,0
138247,Outwood Academy Valley,http://www.valley.outwood.com,2026-02-15T01:46:37.511500,error,[],,,,,stable,1,0
138248,Outwood Academy Portland,https://www.portland.outwood.com,2026-02-15T01:46:37.517683,error,[],,,,,stable,1,0
138250,Breckland School,https://www.brecklandschool.co.uk,2026-02-15T01:46:37.523677,success,['office@brecklandschool.co.uk'],,,,,stable,1,0
138251,Dixons Trinity Academy,http://www.dixonsta.com,2026-02-15T01:46:37.530260,success,"['info@dixonsta.com', 'info@dixonsat.com']",,,,,stable,1,0
138252,Dixons Music Primary,https://www.dixonsmp.com,2026-02-15T01:46:37.536919,success,"['admin@dixonsmp.com', 'info@dixonsat.com']",,,,,stable,1,0
138253,Stephenson Academy,https://www.stephensonacademy.org.uk,2026-02-15T01:46:37.543005,success,['reception@stephensonacademy.org.uk'],,,,,stable,1,0
138254,Corby Technical School,https://www.corbytechnicalschool.org,2026-02-15T01:46:37.549205,success,['enquiries@corbytechnicalschool.org'],,,,,stable,1,0
138257,Cramlington Village Primary School,https://www.villageprimary.org,2026-02-15T01:46:37.555233,success,['info@villageprimary.org'],,,,,stable,1,0
138258,Emmanuel Community School,https://www.emmanuelcommunityschool.co.uk,2026-02-15T01:46:37.561379,success,['admin@emmanuelcommunityschool.co.uk'],,,,,stable,1,0
138260,King's Leadership Academy Hawthornes,http://www.kingshawthornes.com,2026-02-15T01:46:37.567651,success,['admin@kingshawthornes.com'],,,,,stable,1,0
138261,Bilingual Primary School - Brighton & Hove,https://www.bilingualprimaryschool.org.uk,2026-02-15T01:46:37.573688,success,['info@bilingualprimaryschool.org.uk'],,,,,stable,1,0
138264,Stone Soup Academy,https://www.stonesoupacademy.org.uk,2026-02-15T01:46:37.579758,success,"['admin@stonesoupacademy.org.uk', 'khenton@stonesoupacademy.org.uk', 'email@address.com']",,,,,stable,1,0
138266,Reach Academy Feltham,https://www.reachacademyfeltham.com,2026-02-15T01:46:37.586237,success,"['RAFinfo@reachschools.uk', 'RAFinfo@reachacademy.org.uk']",,,,,stable,1,0
138267,Ark Bolingbroke Academy,http://arkbolingbrokeacademy.org,2026-02-15T01:46:37.592781,success,['info@arkbolingbrokeacademy.org'],,,,,stable,1,0
138268,Barrow 1618 CofE Free School,https://barrow1618school.co.uk,2026-02-15T01:46:37.599192,success,"['example@gmail.com', 'barrow.office@taw.org.uk']",,,,,stable,1,0
138269,Europa School UK,https://europaschooluk.org,2026-02-15T01:46:37.605462,error,[],,,,,stable,1,0
138271,Medeshamstede Academy,http://www.medeshamstedeacademy.org,2026-02-15T01:46:37.612326,error,[],,,,,stable,1,0
138272,Rimon Jewish Primary School,https://www.rimonschool.org.uk,2026-02-15T01:46:37.618568,success,"['Office@RimonSchool.org.uk', 'Chair@RimonSchool.org.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com', '54b4aac306184111a223c0f4aea635c3@sentry.wixpress.com', '460ff4620fa44cba8df530afde949785@sentry.wixpress.com', 'ed436f5053144538958ad06a5005e99a@sentry.wixpress.com', '1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com', '18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com', '271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com', '5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com']",,,,,stable,1,0
138274,Beccles High School,https://www.becclesschool.org.uk,2026-02-15T01:46:37.625091,error,[],,,,,stable,1,0
138276,Solebay Primary - A Paradigm Academy,https://www.solebayacademy.paradigmtrust.org,2026-02-15T01:46:37.632083,error,[],,,,,stable,1,0
138277,Derby Pride Academy,https://dpaesteem.co.uk,2026-02-15T01:46:37.638812,success,['dpainfo@dpaesteem.co.uk'],,,,,stable,1,0
