URN,School_Name,Website,All_Emails,Has_Pupil_Premium,Has_Governors,Has_SEND,Ofsted_Mention,Postcode,Town,Region,Scrape_Date
103434,St Anne's Catholic Primary School,https://www.st-annes.bham.sch.uk/,"enquiry@st-annes.bham.sch.uk, enquiry@st-annes.bham.sch.uk",0,0,0,,B12 0ER,Birmingham,West Midlands,2026-02-14T09:13:59.751509
103437,St Francis Catholic Primary School,https://www.stfranrc.bham.sch.uk,enquiry@stfranrc.bham.sch.uk,0,0,0,,B19 1PH,Birmingham,West Midlands,2026-02-14T09:14:04.871291
103438,St Mary's Catholic Primary School,https://www.stmaryrc.bham.sch.uk,enquiry@stmaryrc.bham.sch.uk,0,0,0,,B17 0DN,Birmingham,West Midlands,2026-02-14T09:14:12.669653
103439,St Patrick and St Edmund's Catholic Primary School,https://www.stpatandsted.bham.sch.uk,enquiry@stpatandsted.bham.sch.uk,0,0,1,,B18 7QW,Birmingham,West Midlands,2026-02-14T09:14:19.588002
103443,Our Lady and St Rose of Lima Catholic Primary School,https://www.olstrose.bham.sch.uk,,0,0,0,,B29 5DY,Birmingham,West Midlands,2026-02-14T09:14:26.856218
103444,King David Primary School,https://www.kingdavid.bham.sch.uk/,enquiry@kingdavid.bham.sch.uk,0,1,0,good,B13 8EY,Birmingham,West Midlands,2026-02-14T09:14:35.356129
103445,Bournville Village Primary,https://www.bournvillevillageprimary.org.uk,"enquiry@bournvillevillageprimary.org.uk, sendco@bournvillevillageprimary.org.uk",0,0,1,,B30 1JY,Birmingham,West Midlands,2026-02-14T09:14:40.639259
103447,St Edward's Catholic Primary School,https://www.stedward.bham.sch.uk/,enquiry@stedward.bham.sch.uk,0,1,0,,B29 7PN,Birmingham,West Midlands,2026-02-14T09:14:47.149750
103453,St Margaret Mary RC Junior and Infant School,http://www.stmgtmry.bham.sch.uk/,,1,1,1,good,B23 7AB,Birmingham,West Midlands,2026-02-14T09:14:53.231451
103455,St Dunstan's Catholic Primary School,https://www.stdunstans.bham.sch.uk,,0,0,0,,B14 7LP,Birmingham,West Midlands,2026-02-14T09:14:58.451806
103456,St Teresa's Catholic Primary School,http://www.stteresa.bham.sch.uk,enquiry@stteresa.bham.sch.uk,0,1,0,,B20 2NY,Birmingham,West Midlands,2026-02-14T09:15:04.255641
103458,St Gerard's RC Junior and Infant School,https://www.stgerard.bham.sch.uk/,,1,1,1,good,B35 6LB,Birmingham,West Midlands,2026-02-14T09:15:12.440133
103459,St Laurence Church Infant School,https://www.stlrnci.bham.sch.uk,,1,0,1,good,B31 2DJ,Birmingham,West Midlands,2026-02-14T09:15:18.742329
103460,St Bernadette's Catholic Primary School,https://www.stberns.co.uk,enquiry@stberns.bham.sch.uk,0,0,1,,B25 8QL,Birmingham,West Midlands,2026-02-14T09:15:23.915388
103462,St Bernard's Catholic Primary School,http://www.st-bernards.bham.sch.uk,enquiry@st-bernards.bham.sch.uk,0,0,0,,B13 9QE,Birmingham,West Midlands,2026-02-14T09:15:31.016958
103463,St Jude's Catholic Primary School,https://www.stjuderc.bham.sch.uk/,,1,1,1,good,B14 5PD,Birmingham,West Midlands,2026-02-14T09:15:38.411712
103465,St Ambrose Barlow Catholic Primary School,https://www.sab.bham.sch.uk,,1,1,1,good,B28 9JJ,Birmingham,West Midlands,2026-02-14T09:15:47.077911
103466,St Alban's Catholic Primary School,https://www.stalbanscatholicprimary.co.uk,,0,0,0,,B14 5AL,Birmingham,West Midlands,2026-02-14T09:15:52.965134
103467,St Martin de Porres Catholic Primary School,https://www.st-martindeporres.bham.sch.uk,ENQUIRY@ST-MARTINDEPORRES.BHAM.SCH.UK,0,0,0,,B13 9DN,Birmingham,West Midlands,2026-02-14T09:15:59.188460
103476,St Clare's Catholic Primary School,https://www.stclare.bham.sch.uk,enquiry@stclare.bham.sch.uk,0,0,0,good,B20 3RT,Birmingham,West Midlands,2026-02-14T09:16:41.581687
103478,St John and Monica Catholic Primary School,https://www.stjonmon.bham.sch.uk/,,0,0,0,,B13 8DW,Birmingham,West Midlands,2026-02-14T09:16:46.962588
103479,Holly Hill Methodist CofE Infant School,https://www.hollyhill.bham.sch.uk,,1,0,1,good,B45 0EU,Birmingham,West Midlands,2026-02-14T09:16:54.398944
103483,Hodge Hill Girls' School,http://www.hodgehgs.bham.sch.uk/,,0,0,1,,B36 8EY,Birmingham,West Midlands,2026-02-14T09:17:00.092710
103486,Kings Heath Secondary School,https://www.khss.org.uk/,,0,1,0,,B13 0QP,Birmingham,West Midlands,2026-02-14T09:17:07.087652
103493,Bordesley Green Girls' School & Sixth Form,http://www.bordgrng.bham.sch.uk/,enquiry@bordgrng.bham.sch.uk,0,0,0,good,B9 4TR,Birmingham,West Midlands,2026-02-14T09:17:14.494400
103497,Queensbridge School,http://www.queensbridge.bham.sch.uk,enquiry@queensbridge.bham.sch.uk,0,0,1,outstanding,B13 8QB,Birmingham,West Midlands,2026-02-14T09:17:20.816381
103498,Selly Park Girls' School,https://www.sellyparkgirls.org,enquiry@sellyparkgirls.org,0,0,0,,B29 7PH,Birmingham,West Midlands,2026-02-14T09:17:27.454137
103501,Wheelers Lane Technology College,http://www.wheelerslane.bham.sch.uk/,,0,0,0,,B13 0SF,Birmingham,West Midlands,2026-02-14T09:17:33.452329
103503,Hodge Hill College,http://www.hodgehill.bham.sch.uk,enquiry@hodgehill.bham.sch.uk,0,1,0,,B36 8HB,Birmingham,West Midlands,2026-02-14T09:17:40.701045
103509,Holte School,https://frog.holte.bham.sch.uk/app/os#!welcome/home,,0,1,1,,B19 2EP,Birmingham,West Midlands,2026-02-14T09:17:45.760917
103519,Moseley School and Sixth Form,http://www.moseley.bham.sch.uk,,0,0,0,,B13 9UU,Birmingham,West Midlands,2026-02-14T09:17:51.404379
103534,St John Wall Catholic School,http://www.sjw.bham.sch.uk,,0,0,0,,B21 8HH,Birmingham,West Midlands,2026-02-14T09:18:02.798296
103539,Cardinal Wiseman Catholic School,http://www.cardinalwiseman.net/,,0,0,1,good,B44 9SR,Birmingham,West Midlands,2026-02-14T09:18:10.085051
103544,Walmley Infant School,https://www.walmleyinfantschool.co.uk,enquiry@walmleyinfant.org,0,1,0,,B76 1JB,Sutton Coldfield,West Midlands,2026-02-14T09:18:16.423434
103560,Bishop Challoner Catholic College,http://www.bishopchalloner.org.uk/,enquiry@bishopchalloner.bham.sch.uk,0,0,0,,B14 7EG,Birmingham,West Midlands,2026-02-14T09:18:23.125141
103563,Colmers School and Sixth Form College,http://www.colmers.bham.sch.uk/,enquiries@colmers.school,0,1,0,,B45 9NY,Birmingham,West Midlands,2026-02-14T09:18:29.837259
103598,Prenton Primary School,https://www.prentonprimary.co.uk/,schooloffice@prentonprimary.wirral.sch.uk,0,0,1,,CH43 0RQ,Prenton,North West,2026-02-14T09:18:36.053301
103600,Hamilton School,https://www.hamilton.bham.sch.uk,"enquiry@hamilton.bham.sch.uk, enquiry@hamilton.bham.sch.uk",0,0,0,,B21 8AH,Birmingham,West Midlands,2026-02-14T09:18:42.744284
103601,Victoria School,http://www.victoria.bham.sch.uk/,enquiry@victoria.bham.sch.uk,0,0,0,,B31 1LD,Birmingham,West Midlands,2026-02-14T09:18:49.312937
103603,Longwill A Primary School for Deaf Children,https://www.longwill.bham.sch.uk,enquiry@longwill.bham.sch.uk,0,0,0,,B31 1LD,Birmingham,West Midlands,2026-02-14T09:18:55.552952
103605,Uffculme School,https://www.uffculme.bham.sch.uk,,0,0,1,,B13 8QG,Birmingham,West Midlands,2026-02-14T09:19:02.509276
103606,Baskerville School,https://www.baskerville.school,enquiries@baskvill.bham.sch.uk,1,1,0,,B17 9TS,Birmingham,West Midlands,2026-02-14T09:19:08.957406
103611,Braidwood School for the Deaf,http://www.braidwood.bham.sch.uk,,0,0,0,,B36 8AF,Birmingham,West Midlands,2026-02-14T09:19:15.669488
103613,Selly Oak Trust School,http://www.sellyoak.bham.sch.uk,enquiry@sellyoak.bham.sch.uk,1,0,1,,B29 6HZ,Birmingham,West Midlands,2026-02-14T09:19:23.312348
103614,Priestley Smith School,https://www.priestleysmith.com,enquiry@priestley.bham.sch.uk,0,1,0,,B42 2PY,Birmingham,West Midlands,2026-02-14T09:19:29.658092
103615,The Dame Ellen Pinsent School,http://www.dameellenpinsent.bham.sch.uk,enquiry@deps.ac,0,0,0,,B13 0RW,Birmingham,West Midlands,2026-02-14T09:19:39.988456
103622,The Pines Special School,http://www.thepinesspecialschool.com,"enquiry@pines.bham.sch.uk, enquiry@pines.bham.sch.uk, safedsl@pines.bham.sch.uk",0,0,0,,B23 7EY,Birmingham,West Midlands,2026-02-14T09:19:48.223503
103623,Springfield House Community Special School,http://www.spfldhs.bham.sch.uk,enquiry@spfldhs.bham.sch.uk,0,0,1,good,B93 0AJ,Solihull,West Midlands,2026-02-14T09:19:54.736143
103625,Fox Hollies School,https://www.foxhollies.bham.sch.uk/,enquiry@foxholliesschool.co.uk,0,1,0,,B13 8QB,Birmingham,West Midlands,2026-02-14T09:20:01.507368
103626,Cherry Oak School,https://www.cherryoak.bham.sch.uk,enquiry@cherryoak.bham.sch.uk,0,0,0,,B29 6PB,Birmingham,West Midlands,2026-02-14T09:20:08.561058
103627,Beaufort School,https://www.beaufort.bham.sch.uk,"enquiry@beaufort.bham.sch.uk, enquiry@beaufort.bham.sch.uk",1,0,1,good,B34 6BJ,Birmingham,West Midlands,2026-02-14T09:20:14.832676
103628,Oscott Manor School,https://www.oscottmanor.bham.sch.uk,enquiry@oscottmanor.bham.sch.uk,1,1,1,,B23 6DE,Birmingham,West Midlands,2026-02-14T09:20:22.263372
103630,Langley School,http://www.langley.bham.sch.uk,enquiry@langley.bham.sch.uk,0,0,1,,B75 6TJ,Sutton Coldfield,West Midlands,2026-02-14T09:20:30.304539
103632,Lindsworth School,https://www.lindsworth.co.uk,enquiry@lindsworth.bham.sch.uk,0,0,0,good,B30 3QA,Birmingham,West Midlands,2026-02-14T09:20:37.021757
103633,Hillfields Nursery School,https://www.hillfieldscoventry.co.uk,,0,0,0,,CV1 5GR,Coventry,West Midlands,2026-02-14T09:20:42.751518
103639,Hollyfast Primary School,https://www.hollyfast.com,admin@hollyfast.coventry.sch.uk,0,0,0,,CV6 2AH,Coventry,West Midlands,2026-02-14T09:20:49.216450
103641,Earlsdon Primary School,https://www.earlsdonprimary.co.uk/,admin@earlsdon.coventry.sch.uk,0,1,0,,CV5 6FZ,Coventry,West Midlands,2026-02-14T09:20:55.827493
103642,Edgewick Community Primary School,http://www.edgewick.coventry.sch.uk/,info@edgewick.coventry.sch.uk,0,0,0,,CV6 5GP,Coventry,West Midlands,2026-02-14T09:21:02.276807
103643,Gosford Park Primary School,https://www.gosfordpark-coventry.org.uk/,enquiries@gosfordpark.coventry.sch.uk,0,0,0,,CV1 2SF,Coventry,West Midlands,2026-02-14T09:21:08.994388
103647,Little Heath Primary School,https://www.littleheath.coventry.sch.uk,"LHP-info@castlephoenixtrust.org.uk, LHP-info@castlephoenixtrust.org.uk",0,0,0,,CV6 7FN,Coventry,West Midlands,2026-02-14T09:21:16.163495
103652,St Christopher Primary School,https://www.st-christopher.coventry.sch.uk/,webenquiry@st-christopher.coventry.sch.uk,0,1,0,,CV5 9JG,Coventry,West Midlands,2026-02-14T09:21:25.668788
103655,Whitley Abbey Primary School,https://www.whitleyabbeyprimary.co.uk/,"admin@whitleyabbey-pri.coventry.sch.uk, wapoffice@whitleyabbey-pri.coventry.sch.uk, admin@whitleyabbey-pri.coventry.sch.uk",0,0,0,,CV3 4DE,Coventry,West Midlands,2026-02-14T09:21:32.849776
103656,Allesley Hall Primary School,https://www.allesleyhall.co.uk/,,1,1,1,,CV5 9NG,Coventry,West Midlands,2026-02-14T09:21:40.646687
103658,Ernesford Grange Primary School,https://ernesfordgrangeprimary.com/,"admin@ernesfordgrange-pri.coventry.sch.uk, admin@ernesfordgrange-pri.coventry.sch.uk",1,1,1,,CV3 2HN,Coventry,West Midlands,2026-02-14T09:21:47.769332
103659,Potters Green Primary School,https://www.pottersgreen.coventry.sch.uk,,0,0,0,,CV2 2GF,Coventry,West Midlands,2026-02-14T09:21:52.975772
103662,Allesley Primary School,https://www.allesleyprimary.co.uk,admin@allesley.coventry.sch.uk,0,0,0,,CV5 9FY,Coventry,West Midlands,2026-02-14T09:21:59.363726
103663,Grangehurst Primary School,https://www.grangehurst.coventry.sch.uk,,0,0,0,,CV6 6JN,Coventry,West Midlands,2026-02-14T09:22:05.377789
103664,Grange Farm Primary School,https://www.grangefarmschool.co.uk/,admin@grangefarm.coventry.sch.uk,0,1,0,,CV3 6NF,Coventry,West Midlands,2026-02-14T09:22:11.366803
103665,Eastern Green Junior School,https://www.easterngreenjuniorschool.co.uk,,0,0,0,,CV5 7EG,Coventry,West Midlands,2026-02-14T09:22:18.435209
103666,Park Hill Primary School,https://www.parkhillprimaryschool.co.uk,,0,0,0,,CV5 7LR,Coventry,West Midlands,2026-02-14T09:22:23.931802
103671,Sowe Valley Primary School,https://www.sowevalleyprimary.co.uk/,,0,0,0,,CV3 2QX,Coventry,West Midlands,2026-02-14T09:22:34.759507
103672,Broad Heath Community Primary School,https://www.broadheath.coventry.sch.uk/,office@broadheath.coventry.sch.uk,0,0,0,,CV6 5DP,Coventry,West Midlands,2026-02-14T09:22:40.220935
103673,Joseph Cash Primary School,https://www.josephcashprimary.co.uk,,0,0,0,,CV6 3FS,Coventry,West Midlands,2026-02-14T09:22:46.997205
103674,Whoberley Hall Primary School,https://www.whoberleyhall-coventry.org.uk/,,0,0,0,,CV5 8AJ,Coventry,West Midlands,2026-02-14T09:22:52.763291
103676,Holbrook Primary School,http://www.holbrookprimary.com,,1,1,1,good,CV6 6FR,Coventry,West Midlands,2026-02-14T09:23:00.867397
103679,Stoke Primary School,https://www.stoke.coventry.sch.uk,,0,0,1,,CV2 4LF,Coventry,West Midlands,2026-02-14T09:23:06.757969
103681,Aldermoor Farm Primary School,https://afprimary.org.uk,"admin@afprimary.org.uk, send@afprimary.org.uk",0,0,1,,CV3 1DP,Coventry,West Midlands,2026-02-14T09:23:19.697914
103682,Ravensdale Primary School,http://www.ravensdale-coventry.org.uk/,office@ravensdale.coventry.sch.uk,0,0,0,,CV2 5GQ,Coventry,West Midlands,2026-02-14T09:23:27.412457
103684,Stoke Heath Primary School,https://www.stokeheath.coventry.sch.uk/,"nstokes@stokeheath.coventry.sch.uk, admin@stokeheath.coventry.sch.uk, laurab@stokeheath.coventry.sch.uk, cbaggott@stokeheath.coventry.sch.uk, admin@stokeheath.coventry.sch.uk",0,1,0,,CV2 4PR,Coventry,West Midlands,2026-02-14T09:23:35.163262
103685,Whitmore Park Primary School,https://www.whitmorepark.org,admin@whitmorepark.org,0,1,0,,CV6 2HG,Coventry,West Midlands,2026-02-14T09:23:41.626367
103686,Stivichall Primary School,https://www.stivichallprimary.org/,school@stivichall.coventry.sch.uk,0,1,0,,CV3 6PY,Coventry,West Midlands,2026-02-14T09:23:48.610346
103690,John Gulson Primary School,https://www.johngulson.coventry.sch.uk,office@johngulson.coventry.sch.uk,0,1,0,,CV1 4HB,Coventry,West Midlands,2026-02-14T09:23:54.133706
103691,Manor Park Primary School,https://www.manorpark.coventry.sch.uk/,admin@manorpark.coventry.sch.uk,0,1,0,,CV3 5EZ,Coventry,West Midlands,2026-02-14T09:23:59.286375
103692,Templars Primary School,https://www.templars.coventry.sch.uk,,0,0,0,,CV4 9DA,Coventry,West Midlands,2026-02-14T09:24:04.673337
103696,Wyken Croft Primary School,https://www.wykencroft.coventry.sch.uk,info@wykencroft.coventry.sch.uk,1,0,1,,CV2 3AA,Coventry,West Midlands,2026-02-14T09:24:10.865422
103697,Moseley Primary School,https://www.moseleyprimaryschool.co.uk/,admin@moseley.coventry.sch.uk,0,0,0,,CV6 1AB,Coventry,West Midlands,2026-02-14T09:24:15.860378
103698,John Shelton Community Primary School,https://www.johnshelton.org.uk,admin@jsprimary.org,0,0,0,,CV6 4JP,Coventry,West Midlands,2026-02-14T09:24:22.670683
103702,All Saints Church of England Primary School,https://www.allsaintscofe.co.uk,aspire@allsaints.coventry.sch.uk,0,0,0,,CV1 2AF,Coventry,West Midlands,2026-02-14T09:24:28.571371
103703,St Andrew's Church of England Infant School,https://www.st-andrews-coventry.org.uk,,0,0,0,,CV5 7BX,Coventry,West Midlands,2026-02-14T09:24:33.571619
103711,St Osburg's Catholic Primary School,https://www.st-osburgs.coventry.sch.uk,,0,0,0,,CV1 4AP,Coventry,West Midlands,2026-02-14T09:24:39.751351
103712,Our Lady of the Assumption Catholic Primary School,http://www.ourlady.coventry.sch.uk,admin@ourlady.coventry.sch.uk,0,0,0,,CV4 9LB,Coventry,West Midlands,2026-02-14T09:24:46.050352
103719,St Anne's Catholic Primary School,https://www.st-annes-coventry.org.uk/,admin@st-annes.coventry.sch.uk,0,0,0,,CV3 3AD,Coventry,West Midlands,2026-02-14T09:24:52.906960
103724,All Souls' Catholic Primary School,https://www.allsoulsschool.co.uk/,admin@souls.coventry.sch.uk,0,1,0,good,CV5 8ED,Coventry,West Midlands,2026-02-14T09:24:59.643374
103726,Holy Family Catholic Primary School,https://www.holyfamily.coventry.sch.uk/,,0,0,0,,CV6 2GU,Coventry,West Midlands,2026-02-14T09:25:06.649842
103760,Sherbourne Fields School,https://www.sherbournefields.co.uk,office@sherbournefields.coventry.sch.uk,0,0,0,,CV6 1PR,Coventry,West Midlands,2026-02-14T09:25:14.028789
103763,Tiverton School,https://www.tiverton-coventry.org.uk,"admin@tiverton.coventry.sch.uk, admin@tiverton.coventry.sch.uk",1,0,1,,CV3 4DE,Coventry,West Midlands,2026-02-14T09:25:23.746279
103766,Netherton Park Nursery School,https://www.nethertonparknursery.co.uk,,0,0,0,,DY2 9QF,Dudley,West Midlands,2026-02-14T09:25:29.265747
103776,Brierley Hill Primary School,http://www.brierley.dudley.sch.uk/,info@brierley.dudley.sch.uk,0,0,0,,DY5 2TD,Brierley Hill,West Midlands,2026-02-14T09:25:36.221713
103777,Brockmoor Primary School,http://www.brockmoor.dudley.sch.uk,,0,0,0,,DY5 3UZ,Brierley Hill,West Midlands,2026-02-14T09:25:42.820693
103778,Brook Primary School,http://www.brook.dudley.sch.uk/,info@brook.dudley.sch.uk,0,0,0,,DY8 5YN,Stourbridge,West Midlands,2026-02-14T09:25:49.941152
103779,Maidensbridge Primary School,https://maidensbridge.sch.life,info@maidens.dudley.sch.uk,0,1,0,good,DY6 0HX,Kingswinford,West Midlands,2026-02-14T09:25:57.088516
103780,Mount Pleasant Primary School,http://www.mount.dudley.sch.uk/,"info@mount.dudley.sch.uk, info@mount.dudley.sch.uk",0,0,0,,DY5 2YN,Brierley Hill,West Midlands,2026-02-14T09:26:04.219284
103781,Dawley Brook Primary School,http://www.dawley.dudley.sch.uk,info@dawley.dudley.sch.uk,0,0,1,,DY6 9BP,Kingswinford,West Midlands,2026-02-14T09:26:10.161639
103784,Red Hall Primary School,https://www.redhallprimary.co.uk/,info@redhall.dudley.sch.uk,0,0,1,,DY3 2PA,Dudley,West Midlands,2026-02-14T09:26:16.883054
103791,Peters Hill Primary School,https://www.petershillprimary.org/,,0,0,0,,DY5 2QH,Brierley Hill,West Midlands,2026-02-14T09:26:28.036211
103799,Greenfield Primary School,https://www.greenfield.dudley.sch.uk/,info@greenfieldprimary.org.uk,0,1,0,,DY8 1AL,Stourbridge,West Midlands,2026-02-14T09:26:37.686391
103800,Wollescote Primary School,http://www.wollescoteschool.com,"info@wollescote.dudley.sch.uk, info@wollescote.dudley.sch.uk",0,0,0,,DY9 8YA,Stourbridge,West Midlands,2026-02-14T09:26:44.708748
103805,The Ridge Primary School,http://www.ridge.dudley.sch.uk,info@ridge.dudley.sch.uk,0,0,0,,DY8 3NF,Stourbridge,West Midlands,2026-02-14T09:26:54.142236
103806,Amblecote Primary School,https://www.amblecote.dudley.sch.uk/,"help@nspcc.org.uk, info@amblecote.dudley.sch.uk",0,0,1,,DY8 4DQ,Stourbridge,West Midlands,2026-02-14T09:27:00.711137
103807,Hurst Green Primary School,http://www.hurstgreen-dudley.co.uk/,info@hurst-green.dudley.sch.uk,0,0,0,,B62 9NZ,Halesowen,West Midlands,2026-02-14T09:27:07.413038
103810,Cotwall End Primary School,https://www.cotwall.dudley.sch.uk/,info@cotwall.dudley.sch.uk,0,1,0,,DY3 3YG,Dudley,West Midlands,2026-02-14T09:27:13.139049
103813,Russells Hall Primary School,https://www.russellshall.org.uk/,,0,0,0,,DY1 2NX,Dudley,West Midlands,2026-02-14T09:27:20.153798
103814,Howley Grange Primary School,https://www.howleygrange.co.uk,"info@howley.dudley.sch.uk, info@howley.dudley.sch.uk",0,1,0,,B62 0HS,Halesowen,West Midlands,2026-02-14T09:27:26.879773
103818,Ashwood Park Primary School,http://www.ashwood.dudley.sch.uk/,"info@ashwood.dudley.sch.uk, info@ashwood.dudley.sch.uk",0,1,1,outstanding,DY8 5DJ,Stourbridge,West Midlands,2026-02-14T09:27:35.552742
104038,Triple Crown Centre,https://www.triple-crown.solihull.sch.uk,triplec@triple-crown.solihull.sch.uk,0,0,0,,B91 2HW,Solihull,West Midlands,2026-02-14T09:27:36.171631
103819,Bromley Hills Primary School,http://www.bromhills.dudley.sch.uk,info@bromhills.dudley.sch.uk,1,0,0,,DY6 8LW,Kingswinford,West Midlands,2026-02-14T09:27:42.529339
103821,Roberts Primary School,https://www.robertsprimary.org.uk/,info@roberts.dudley.sch.uk,0,0,0,,DY3 2AZ,Dudley,West Midlands,2026-02-14T09:27:49.654633
103823,Wrens Nest Primary School,http://www.wrens-nest.dudley.sch.uk/,info@wrens-nest.dudley.sch.uk,0,0,1,,DY1 3NX,Dudley,West Midlands,2026-02-14T09:27:59.882451
103827,Straits Primary School,https://www.straitsprimaryschool.com/,,0,0,0,,DY3 3EE,Dudley,West Midlands,2026-02-14T09:28:06.893675
103828,Belle Vue Primary School,http://www.belle-vue.dudley.sch.uk,info@belle-vue.dudley.sch.uk,0,0,1,,DY8 5BZ,Stourbridge,West Midlands,2026-02-14T09:28:14.021185
103829,Dingle Community Primary School,http://www.dingle.dudley.sch.uk,,1,1,1,,DY6 8PF,Kingswinford,West Midlands,2026-02-14T09:28:20.303909
103830,Quarry Bank Primary School,http://www.quarry.dudley.sch.uk/,,0,0,0,,DY5 2AD,Brierley Hill,West Midlands,2026-02-14T09:28:26.393623
103832,Glynne Primary School,http://www.glynne.dudley.sch.uk/,info@glynne.dudley.sch.uk,0,0,0,,DY6 9TH,Kingswinford,West Midlands,2026-02-14T09:28:32.150818
103834,Milking Bank Primary School,https://www.milking.dudley.sch.uk/,,0,0,0,,DY1 2SL,DUDLEY,West Midlands,2026-02-14T09:28:37.356001
103836,St Mark's CofE Primary School,https://www.st-marks.dudley.sch.uk/,,0,0,0,,DY5 4DZ,Brierley Hill,West Midlands,2026-02-14T09:28:42.864179
103839,Oldswinford C of E Primary School,http://www.oldswinford.dudley.sch.uk,,0,0,0,,DY8 2JQ,Stourbridge,West Midlands,2026-02-14T09:28:48.305185
103840,St Margaret's At Hasbury CofE Primary School,http://www.hasbury.dudley.sch.uk/,info@hasbury.dudley.sch.uk,0,0,0,,B63 4QD,Halesowen,West Midlands,2026-02-14T09:28:54.979460
103846,Cradley CofE Primary School,http://www.cradleycofe.com,,1,0,1,,B63 2UL,Halesowen,West Midlands,2026-02-14T09:29:01.468415
103847,Halesowen CofE Primary School,http://www.halesowen.dudley.sch.uk,"info@halesowen.dudley.sch.uk, senco@halesowen.dudley.sch.uk",0,0,0,outstanding,B63 3BB,Halesowen,West Midlands,2026-02-14T09:29:07.895408
103850,Our Lady and St Kenelm RC School,http://www.our-lady.dudley.sch.uk,,0,1,0,good,B63 4AR,Halesowen,West Midlands,2026-02-14T09:29:14.365351
103851,St James's CofE Primary School,http://www.st-james.dudley.sch.uk,"info@st-james.dudley.sch.uk, family@st-james.dudley.sch.uk",0,0,0,good,DY8 4RU,Stourbridge,West Midlands,2026-02-14T09:29:21.620618
103854,Summerhill School,http://www.summerhill.dudley.sch.uk,"info@summerhill.dudley.sch.uk, info@summerhill.dudley.sch.uk",0,0,0,,DY6 9XE,Kingswinford,West Midlands,2026-02-14T09:29:30.090929
103855,The Dormston School,http://www.dormston.dudley.sch.uk/,info@dormston.dudley.sch.uk,1,0,1,,DY3 1SN,Dudley,West Midlands,2026-02-14T09:29:36.728660
103858,The Wordsley School,http://www.wordsleyschool.co.uk/,info@wordsley.dudley.sch.uk,0,1,0,,DY8 5SP,Stourbridge,West Midlands,2026-02-14T09:29:41.708305
103869,Alder Coppice Primary School,http://www.alder.dudley.sch.uk,admin@alder.dudley.sch.uk,0,0,0,,DY3 3PS,Dudley,West Midlands,2026-02-14T09:29:48.779371
103870,Old Swinford Hospital,http://www.oshsch.com,reception@oshsch.com,0,0,0,good,DY8 1QX,Stourbridge,West Midlands,2026-02-14T09:29:54.313767
103877,Sutton School,http://www.sutton.dudley.sch.uk/,,0,0,0,,DY1 2DU,Dudley,West Midlands,2026-02-14T09:30:01.392075
103878,The Brier School,https://www.brier.dudley.sch.uk,,0,0,0,outstanding,DY6 8QN,Kingswinford,West Midlands,2026-02-14T09:30:07.766895
103879,Woodsetton School,http://www.woodsetton.dudley.sch.uk,,0,0,0,,DY3 1BY,Dudley,West Midlands,2026-02-14T09:30:13.148242
103880,The Old Park School,http://www.oldpark.org,hello@sch.life,0,0,0,,DY5 2JY,Brierley Hill,West Midlands,2026-02-14T09:30:18.517477
103881,Halesbury School,http://www.halesbury.dudley.sch.uk/,,0,0,0,,B62 9DR,Halesowen,West Midlands,2026-02-14T09:30:25.166510
103882,Rosewood School,http://www.rosewood.dudley.sch.uk,,0,0,0,,WV14 8XJ,Bilston,West Midlands,2026-02-14T09:30:33.813547
103883,Pens Meadow School,http://www.pens-meadow.dudley.sch.uk,,0,0,0,,DY8 5ST,Stourbridge,West Midlands,2026-02-14T09:30:39.779179
103887,Albright Education Centre,https://www.albrighteducationcentre.co.uk,,0,0,0,,DY4 7NR,Tipton,West Midlands,2026-02-14T09:30:45.963774
103895,Hamstead Primary School,http://www.hamsteadprimary.co.uk,"admin@hamsteadprimary.co.uk, headteacher@hamsteadprimary.co.uk",0,1,0,,B43 5BE,Birmingham,West Midlands,2026-02-14T09:30:52.472777
103905,Hargate Primary School,https://www.hargate.sandwell.sch.uk/,admin@hargate.sandwell.sch.uk,0,0,0,,B71 1PG,West Bromwich,West Midlands,2026-02-14T09:30:58.913217
103906,Albert Pritchard Infant School,https://www.albertpritchard-woodgreen.co.uk/,,1,1,0,good,WS10 9QG,Wednesbury,West Midlands,2026-02-14T09:31:05.334092
103908,Moorlands Primary School,http://www.moorlandsprimarysch.co.uk,,0,0,0,good,B71 2NZ,West Bromwich,West Midlands,2026-02-14T09:31:10.477752
103909,Old Park Primary School,https://www.oldparkprimary.com/,school.office@oldparkprimary.com,0,0,0,,WS10 9LX,Wednesbury,West Midlands,2026-02-14T09:31:16.283267
103910,Park Hill Primary School,https://www.parkhillprimary.co.uk/,"office@parkhillprimary.co.uk, help@NSPCC.org.uk",1,1,1,,WS10 0TJ,Wednesbury,West Midlands,2026-02-14T09:31:22.517289
103913,Wood Green Junior School,https://www.albertpritchard-woodgreen.co.uk/,,1,1,0,good,WS10 9BW,Wednesbury,West Midlands,2026-02-14T09:31:28.748937
103914,Burnt Tree Primary School,https://burnttree.sandwell.sch.uk/,,0,1,1,,B69 2LN,Oldbury,West Midlands,2026-02-14T09:31:35.354052
103915,Great Bridge Primary School,https://www.greatbridgeprimary.co.uk,,0,1,0,,DY4 7DE,Tipton,West Midlands,2026-02-14T09:31:40.476547
103919,Ocker Hill Infant School,https://www.ockerhill-inf.sandwell.sch.uk/,,0,1,0,,DY4 0DS,Tipton,West Midlands,2026-02-14T09:31:45.794378
